date,recipe_id,no_hits,no_sessions,name,description,preparationtime,difficulty,steps,instructions,tags
2023-01-20,63,34,34,Pancakes with Orange Cashew Sauce,"Extraordinary and easy! Our Orange Cashew Sauce from cashew butter, honey and orange juice tastes exotically delicious. The pancakes are prepared with oat flakes instead of flour, keeping you full for a long time.",15,normal,4,"['Mash the banana with a fork. Add the egg, oat flakes and yogurt and mix well.'
 'Heat the oil in a small pan and add the mixture. Bake either one large or three small pancakes in the pan.'
 'For the cashew sauce, half the orange and squeeze the juice from one of the halves. Mix the juice with the cashew butter and honey and season with cinnamon. Heat the sauce on the stove or in the microwave for several minutes until it starts to become creamy.'
 'Serve the pancakes together with the sauce.']","breakfast,vegetarian,gluten_free,dessert,sweet,christmas,500kcal"
2023-01-11,1151,20,16,Bacon-Wrapped Dates,"Bacon-Wrapped Dates are a super savory snack. The sweetness of the dates combines wonderfully with the bacon. You can fix the little bites with toothpicks so they'll stay together better. To reduce the smell when preparing them, you can also cook them in the oven at 360°F (180°C) for approx. 15 minutes or on the grill in summer.",10,easy,1,['Wrap the dates in bacon and fry in a pan without oil over medium heat for approx. 5 minutes.'],"snack,gluten_free,lactose_free,sugar_free,high_fiber,on_the_go,meat,fruits,100kcal,easy,few_ingredients,fast"
2023-01-26,11,16,15,Raspberry Ricotta Ice Cream,"This sugar-free ice cream recipe has it all: Fruity like sherbet, but creamy like ice cream. With a hint of lime, it makes those hot summer days tolerable. But even in cooler times, this dessert is the perfect alternative to normal sherbet.",5,easy,3,"['Mix the raspberries and ricotta with a blender or hand blender until the mixture is creamy.'
 'Cut and juice the lime. Add the juice to the mixture and the desired amount of sweetener.'
 'Either consume immediately or form into balls, place in the freezer and serve later.']","low_carb,snack,vegetarian,gluten_free,dessert,sugar_free,sweet,100kcal,easy,few_ingredients,fast"
2023-01-29,504,302,269,Banana Bread Cookies with Honey & Yogurt Icing,"These Banana Bread Cookies with sweet honey icing and crunchy walnuts are the perfect breakfast snack. The apple gives the cookies a fruity kick and tastes delicious. If you'd prefer a vegan variation, you can simply leave the toppings off and swap the egg for an equal amount of unsweetened apple sauce.",30,easy,7,"['Preheat the oven to 190°C / 375°F.'
 'To start, combine the yogurt and honey and then chop the walnuts. Set aside.'
 'Cut the apple into quarters and remove the seeds. Peel the bananas and cut into chunks.'
 'Add the fruit, rolled oats, flour, baking powder, salt, cinnamon and egg to a mixing bowl and mix  with an immersion blender until smooth.'
 'Use a spoon to fill the molds of a muffin tin with the batter or place small blobs of batter onto a baking sheet covered with baking paper to create the cookies.'
 'Bake for 20 minutes and then let cool.'
 'Finally, top the cookies with some yogurt and garnish with chopped walnuts.']","breakfast,snack,vegetarian,baking,sweet,on_the_go,dessert,50kcal,easy"
2023-01-02,1773,23,22,Mexican Street Corn Salad,"This easy corn salad, featuring jalapeño, red onion and Cotija cheese, is inspired by the flavors of Mexican street corn. Ready in just 20 minutes, it's perfect for a flavorful weekday lunch or dinner! Tip: Try swapping Cotija with feta or your favorite cheese.",20,easy,7,"['Heat ½ of the olive oil in a pan over medium heat.'
 'Dice the jalapeño and red onion and add to the pan. Cook for approximately 3 minutes until fragrant.'
 'Add the frozen corn to the pan and cook for approximately 5 minutes until heated through.'
 'Chop the cilantro and add to a large bowl with salt, pepper and the remaining olive oil.'
 'Squeeze the juice from the lime into the bowl.'
 'Crumble the Cotija into the bowl and add the warm corn mixture.'
 'Sprinkle chili powder over the mixture and toss well to combine.']","dinner,lunch,salad,vegetarian,pescatarian,gluten_free,sugar_free,vegetables,clean_eating,on_the_go,400kcal,easy"
2023-01-15,1259,27,25,Teriyaki Salmon with Broccoli,"Our Teriyaki Salmon with Broccoli is super tender and caramelizes beautifully in the oven thanks to our flavorful marinade. The marinade's base is coconut aminos, a seasoning sauce made from the sap of coconut palm and sea salt. It's a great paleo-friendly alternative to tamari or soy sauce. You can find a good assortment in Asian supermarkets or online.",83,easy,9,"['For the marinade, peel and finely chop the garlic, and mix together with the coconut aminos, honey, rice vinegar, ginger and sesame oil in a small pan. Simmer over low heat for approx. 12 minutes. The sauce should thicken slightly.'
 'Let the marinade cool in the fridge for approx. 15 minutes.'
 'Brush the salmon fillets with 1⁄2 of the marinade and let marinate in the fridge for 30 minutes.'
 'In the meantime, preheat the oven to 400°F (200°C).'
 'Use a brush to remove the excess marinade from the salmon fillets, place them on a baking sheet lined with baking paper and cook on the middle rack for 10–12 minutes.'
 'In the meantime, separate the broccoli into florets. Heat a pot of water over medium heat, add the florets, cover with a lid and stew for approx. 5 minutes.'
 'Brush the salmon with the remaining marinade and cook for an additional 3 minutes.'
 'Cut the green onions in thin rings and pluck the cilantro leaves from their stems.'
 'Serve the salmon with the broccoli and garnish with green onion rings, cilantro and sesame seeds.']","low_carb,dinner,lunch,fish,vegetables,gluten_free,lactose_free,clean_eating,pescatarian,700kcal,easy"
2023-01-27,1271,5,5,Creamy Kale Salad,"Thanks to the puréed cashews and almond milk, our Kale Salad is extra creamy. The oven-roasted chickpeas also give the salad a nice crunch and the cumin gives it a wonderful flavor!  It will keep you feeling full and is great for your lunch break.",25,easy,9,"['Preheat the oven to 395°F (200°C).'
 'Use a water cooker to boil some water, pour it over the cashews and let soak.'
 'Prepare the lentils according to the package instructions.'
 'Drain the chickpeas, rinse, dab dry and combine with 1⁄2 of the olive oil and some salt and cumin. Spread the chickpeas out onto a baking sheet lined with baking paper. Roast the chickpeas on the middle rack for approx. 15 minutes.'
 'In the meantime, remove the stems from the kale and rip the leaves into pieces.'
 'Combine the kale leaves with the remaining olive oil and season with salt. Massage the leaves for approx. 2 minutes to help soften them.'
 'Spread the kale leaves out onto a baking sheet lined with baking paper. When the chickpeas have 5 minutes of cook time left, place the baking sheet with the kale leaves into the oven.'
 'Drain the cashews. In a food processor, combine the cashews with the almond milk, apple cider vinegar, tahini, yeast flakes, lemon juice and salt, and purée into a creamy sauce.'
 'Mix the kale, chickpeas and lentils together with the sauce and serve.']","dinner,lunch,vegan,vegetarian,gluten_free,lactose_free,sugar_free,high_fiber,clean_eating,detox,salad,on_the_go,vegetables,500kcal,easy"
2023-01-26,1808,6,4,Brussels Sprout & Apple Salad,"Shredded Brussels sprouts are covered with a creamy tahini poppy seed dressing in this raw salad. Apples add a fresh, juicy crunch paired with almonds and pumpkin seeds. Tip: Try swapping almonds with other nuts, such as hazelnuts or pistachios, if you prefer.",25,easy,5,"['For the dressing, whisk together tahini, lemon juice, maple syrup, mustard, poppy seeds, salt, pepper and water.'
 'Remove the stems and outer leaves of the Brussels sprouts. Chop the Brussels sprouts in half lengthwise, then thinly slice.'
 'Add Brussels sprouts to a large bowl and pour in the tahini dressing. Massage the dressing into the Brussels sprouts and let marinate for 15 minutes.'
 'Thinly slice the apple and add to the marinated Brussels sprouts.'
 'Chop the almonds and together with the pumpkin seeds sprinkle over the top of the salad.']","lunch,dinner,high_fiber,vegan,vegetarian,pescatarian,gluten_free,lactose_free,salad,on_the_go,fruits,vegetables,500kcal,easy"
2023-01-10,1770,19,14,Mediterranean Avocado Toast,"This avocado toast is getting a Mediterranean makeover! This recipe features sun-dried tomatoes, olives and a crunchy pistachio sesame seed topping rounded out with fresh lemon and creamy crumbled feta on whole grain bread. Tip: Skip the feta for a delicious vegan version!",15,easy,5,"['Heat a large pan over medium heat.'
 'Toast the pistachios for approximately 3 minutes, stirring often until lightly browned. Remove the pistachios and add the sesame seeds and cumin. Cook for 1 minute or until toasted.'
 'Finely chop the toasted pistachios until a rough, sandy texture is formed. Mix with the toasted sesame seeds and cumin, and season with salt and pepper. Set aside.'
 'Thinly slice the sun-dried tomatoes, olives and avocado. Toast the whole grain bread and top with the sliced ingredients.'
 'Squeeze juice from the lemon over the top, sprinkle with crumbled feta and the pistachio mixture, and garnish with fresh basil.']","breakfast,high_fiber,vegetarian,pescatarian,lactose_free,400kcal,easy"
2023-01-06,1761,14,9,Braised Tofu with Brown Rice,This plant-protein packed dish tastes just like takeout! Meaty mushrooms and tofu are covered in a savory soy sauce for an umami flavor kick. Serve with brown rice and broccoli for added fiber and nutrients that will help keep you feeling full.,40,normal,8,"['Cook the brown rice according to the package instructions.'
 'Press the water out of the tofu and slice into triangles.'
 'Heat ⅔ of the olive oil in a pan and sauté the tofu slices until golden-brown on both sides. Set aside.'
 'Thinly slice the garlic, 1⁄2 of the green onions, mushrooms and bell pepper.'
 'Heat the remaining oil and sauté the vegetables for approximately 5 minutes until softened.'
 'Whisk together the soy sauce, rice vinegar and maple syrup. Pour the sauce into the pan with the water. Bring to a boil, then add the cooked tofu to the pan and reduce the heat. Simmer for approximately 5 minutes until the sauce has reduced and thickened.'
 'Cut the broccoli into florets and steam for approximately 5 minutes until bright green.'
 'Garnish the tofu with green onions and serve with cooked rice and broccoli.']","lunch,dinner,vegan,vegetarian,pescatarian,lactose_free,vegetables,700kcal"
2023-01-30,1099,8,8,Savory Energy Balls,"Who said energy balls have to be sweet? Our Savory Energy Balls are a great alternative! The nuts and seeds will give you lots of energy and keep you feeling full. Tip: If the seeds don't stick to the energy balls well, you can also dip the balls in water before coating them.",20,normal,4,"['Remove the pit from the dates and chop. Combine the chopped dates with the dried tomatoes and pour boiling water over the top. Let soak for approx. 10 minutes.'
 'In the meantime, finely chop the almonds, flaxseed and ¾ of the sesame seeds using a food processor.'
 'Drain the tomatoes and dates and combine with the garlic powder, salt, paprika powder, tahini, basil and water in the food processor with the previously chopped ingredients. Purée until the mixture has a smooth consistency.'
 'Use your hands to form balls out of the mixture and then coat in sesame seeds.']","low_carb,snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,high_fiber,clean_eating,on_the_go,50kcal"
2023-01-19,1306,6,6,Turkey Leg with Smashed Sweet Potato Slices,"Our Turkey Leg with Smashed Sweet Potato Slices is a delicious Thanksgiving dish everyone will love. Thanks to the long braising time, the meat stays nice and tender on the inside with a deliciously crunchy crust. You can also choose to use chicken instead of turkey if you'd like.",140,normal,9,"['Preheat the oven to 360°F (180°C) and season the turkey leg with salt and pepper.'
 'Heat ⅔ of the olive oil in a large pan over medium heat. Add the turkey leg and fry for approx. 5 minutes on each side until golden-brown.'
 'In the meantime, peel and chop the carrots and onions, and place in a casserole dish.'
 'Place the turkey leg in the casserole dish on top of the vegetables. Leave the juices in the pan and deglaze with the vegetable broth. Mix well and then pour over the top of the casserole dish.'
 'Place the casserole dish on a baking sheet lined with baking paper and braise on the middle rack of the oven for approx. 1 1⁄2 to 2 hours until the core of the turkey leg is approx. 175°F (80°C).'
 'For the side dish, cut the sweet potatoes into slices approx. 1⁄2 inch (2 cm) thick and mix together with the remaining olive oil, garlic powder, onion powder, salt and pepper in a bowl.'
 'With 25 minutes of cook time remaining, place the sweet potato slices next to the casserole dish on the lined baking sheet and cook on the middle rack until golden-brown and soft.'
 'Pluck the thyme leaves from their stems. Sprinkle the thyme and Parmesan over the sweet potatoes.'
 'Smash the sweet potato slices with a fork and cut the cooked turkey into slices. Serve with Greek yogurt.']","low_carb,dinner,lunch,meat,vegetables,christmas,500kcal"
